CarParkID,CarParkName_Zh_tw,HasInvoice,InvoiceType_DuplicateUniform,InvoiceType_TriplicateUniform,InvoiceSupport_BANPrinted,InvoiceSupport_Donation,HasEInvoice,HasEInvoiceCarrier,EInvoiceCarrierType_Generic,EInvoiceCarrierType_SmartCard,EInvoiceCarrierType_CreditCard,EInvoiceCarrierType_DebitCard,EInvoiceCarrierType_MemberCard,EInvoiceCarrierType_DonationCode,PaymentProcess_PayAndDisplay,PaymentProcess_PayByPrepaidToken,PaymentProcess_PayAtExitBoothManualCollection,PaymentProcess_PayAtMachineOnFootPriorToExit,PaymentProcess_PayBySmartCard,PaymentProcess_PayByMobile,PaymentProcess_PayByEtag,PaymentProcess_Others,PaymentMethod_Cash,PaymentMethod_CreditCard,PaymentMethod_SmartCard,PaymentMethod_ETC,PaymentMethod_MobilePayment,PaymentMethod_Token,PaymentMethod_Others,SmartCard_EasyCard,SmartCard_IPASS,SmartCard_ICash,SmartCard_HappyCash,PaymentDescription,HasTicketingMachine,TicketingMachine_DisabledFriendly,HasTicketingValidator,TicketingValidatorType_Contactless,TicketingValidatorType_Magnetic,TicketingValidatorType_NFC,TicketingValidatorType_RFID,TicketingValidatorType_Others
06P0C0007A,西屯區-公有-太原P,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,現金,1,1,1,1,1,1,1,1
06P0C0007A,西屯區-公有-太原P,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,現金,1,1,1,1,1,1,1,1
06P0C0007A,西屯區-公有-太原P,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,現金,1,1,1,0,1,0,0,1
02P0M0002A,東區-公有-舊建國市場臨時P,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,本場使用電子票證,1,1,1,1,1,1,1,1
04P0C0006A,西區-公有-光明P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0006A,西區-公有-光明P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0006A,西區-公有-光明P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0006A,西區-公有-光明P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
28P0C0009A,大里區-公有-立元P,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,0,0,0
04P0C0011A,西區-公有-貴和P,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用現金、電子票證、行動支付等,1,1,0,1,0,0,0,1
09P0C0017A,豐原區-公有-環北站P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,本停車場可使用行動支付、信用卡,1,1,1,1,1,1,1,1
09P0C0017A,豐原區-公有-環北站P,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,本停車場可使用行動支付,1,1,1,1,1,1,1,1
09P0C0017A,豐原區-公有-環北站P,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,本停車場可使用行動支付,1,1,1,1,1,1,1,1
09P0C0017A,豐原區-公有-環北站P,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,本停車場可使用行動支付,1,1,1,0,0,0,0,0
04P0C0005A,西區-公有-民龍P,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,本停車場可使用現金、電子票證、行動支付、ETAG等,1,1,1,1,1,0,1,0
27P0C0003B,太平區-公有-新平立體P,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,街口支付,1,1,1,1,1,1,1,1
06P0C0006A,西屯區-公有-大鵬P  ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,0,0,0,0
27P0C0011A,太平區-公所-馬卡龍公園P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,多元支付,1,1,0,0,0,0,0,0
09P0C0012A,豐原區-公有-北陽路P,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,本停車場可使用悠遊卡繳費,1,1,1,1,0,1,1,1
02P0C0002A,東區-公有-(停61)十甲P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,本停車場可使用行動支付、信用卡、現金等多元方式付費,1,1,0,0,0,0,0,1
04P0C0009C,西區-公有-柳川P,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,離場前至繳費機繳費,1,1,1,1,0,0,0,0
06P0C0027A,西屯區-公有-秋紅谷平面停車場,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,支援電子支付及行動支付,1,1,1,0,0,0,0,1
06P0C0027A,西屯區-公有-秋紅谷平面停車場,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,支援電子支付及行動支付,1,1,1,0,0,0,0,1
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
03P0C0006A,南區-公有-國資圖P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,本停車場使用電子票證,1,1,1,0,1,1,1,0
06P0C0002A,西屯區-公有-上安P  ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,0,0,0,0
06P0C0002A,西屯區-公有-上安P  ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,0,0,0,0
06P0C0002A,西屯區-公有-上安P  ,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,0,0,0,0
27P0C0010A,太平區-公所-長安P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,多元支付,1,1,0,0,0,0,0,0
06P0C0023A,西屯區-公有-福恩P,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,現金,1,1,1,1,0,1,1,1
06P0C0023A,西屯區-公有-福恩P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,現金,1,1,1,1,1,1,1,1
06P0C0023A,西屯區-公有-福恩P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,現金,1,1,1,0,0,0,0,0
07P0C0005A,南屯區-公有-文心森林公園附屬P,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,本停車場可使用電子支付.手機行動支付.現金,1,1,1,1,1,1,1,1
05P0C0010A,北區-公有-金龍P,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用現金、電子票證、行動支付等,1,1,0,1,0,0,0,1
07P0C0013A,南屯區-公有-精科P,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,雷門行動支付,1,1,1,1,1,1,1,1
07P0C0013A,南屯區-公有-精科P,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,1,1,1
07P0C0013A,南屯區-公有-精科P,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,1,1,1
07P0C0013A,南屯區-公有-精科P,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,0,0,0
07P0C0013A,南屯區-公有-精科P,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,雷門行動支付,1,1,1,1,1,0,0,0
02P0C0004A,東區-公有-三賢P,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,0,0,0,0,0,1
02P0C0004A,東區-公有-三賢P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,1,1,1,1,1,1
02P0C0004A,東區-公有-三賢P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,1,1,1,1,1,1
02P0C0004A,東區-公有-三賢P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,0,0,0,0,0,1
02P0C0004A,東區-公有-三賢P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,0,0,0,0,0,1
05P0C0012A,北區-公有-健行P,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,悠遊卡,1,1,1,0,0,0,0,0
17P0C0001A,潭子-公有-環中東路一段台74快速道路下P ,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,電子票證、eTag,1,1,1,1,1,1,1,1
17P0C0001A,潭子-公有-環中東路一段台74快速道路下P ,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,電子票證、eTag`',1,1,1,1,1,1,1,1
17P0C0001A,潭子-公有-環中東路一段台74快速道路下P ,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,電子票證、eTag、現金,1,1,1,1,1,1,1,1
09P0C0009A,豐原區-公有-葫蘆墩圳平面P7,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,本停車場可使用ETC代扣及票證支付,1,0,1,0,1,0,0,1
05P0C0015C,北區-公有-雙十國中地下停車場,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,本停車場可使用電子支付 信用卡,1,1,1,1,1,1,1,1
06P0C0026A,西屯區-公有-櫻花P  ,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,1,0,0,0
05P0C0006A,北區-公有-忠明路臨時P,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,悠遊卡,1,1,1,0,0,0,0,0
05P0C0008A,北區-公有-武昌P,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,離場前至繳費機繳費,1,1,1,1,0,0,0,0
13P0C0004B,沙鹿區-公有-沙田立體P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,本停車場可使用電子支付,1,1,0,0,0,0,0,0
07P0C0002A,南屯區-公有-大進P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,現金或ETC代扣,1,1,1,1,1,1,1,1
07P0C0002A,南屯區-公有-大進P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
07P0C0002A,南屯區-公有-大進P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,本停車場使用現金支付,1,1,1,1,1,1,1,1
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,1,1,1,1,1,1
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,1,1,1,1,1,1
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
06P0C0004A,西屯區-公有-大福P,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,本停車場使用現金支付,1,1,0,1,0,0,0,0
18P0C0004A,大雅區-公有-停六P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,現金,1,1,1,1,1,1,1,1
18P0C0004A,大雅區-公有-停六P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,現金,1,1,1,1,1,1,1,1
18P0C0004A,大雅區-公有-停六P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,現金,1,1,1,1,1,1,1,1
18P0C0004A,大雅區-公有-停六P,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,現金,1,1,1,0,0,0,0,0
09P0C0013A,豐原區-公有-廣兼停二P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,line pay  街口,1,1,1,1,0,1,1,1
06P0C0014A,西屯區-公有-河南P  ,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,離場前先繳費,1,1,1,1,1,1,1,1
06P0C0014A,西屯區-公有-河南P  ,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,離場前先繳費,1,1,1,1,1,0,0,0
08P0C0002A,北屯區-公有-(細廣停1)敦化P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,本停車場可使手行動支付、信用卡、現金等多元方式付費,1,1,1,1,0,1,1,1
28P0C0002A,大里區-公有-德芳興P,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,支援電子支付及行動支付,1,1,0,1,0,0,0,1
06P0C0028A,西屯區-公有-惠中停車場(A區),1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,支援電子支付及行動支付,1,1,1,0,0,0,0,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,1,1,1,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,1,1,1,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,1,1,1,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,0,0,0,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,0,0,0,1
12P0C0001A,清水區-公有-牛罵頭P,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,本場可用現金、多卡通、車麻吉車牌辨識等，直接扣款出場,1,1,1,1,0,0,0,1
06P0C0016A,西屯區-公有-國豐P,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,本停車,1,1,1,1,0,1,1,1
06P0C0016A,西屯區-公有-國豐P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,1,1,1,1,1,1
06P0C0016A,西屯區-公有-國豐P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,1,1,1,1,1,1
06P0C0016A,西屯區-公有-國豐P,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,離場前請先至繳費機繳費,1,1,0,0,0,0,0,1
03P0C0008A,南區-公有-復興P,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,信用卡 悠遊卡 linePay,1,1,1,1,1,1,1,1
18P0C0005A,大雅區-公有-中清雅潭P,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,本停車場可使用多卡通，現金多元支付,1,1,1,1,0,0,1,0
07P0C0007C,南屯區-公有-水安宮地下P,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,線上支付,1,1,1,1,0,1,0,1
07P0C0015A,南屯區-公有-錢嶺P,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,本停車場可使用電子支付.手機行動支付.現金,1,1,0,1,0,0,0,0
03P0C0011A,南區-公有-崇倫北街19巷停車場,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,本停車場可使用多元支付/line pay/街口/信用卡/全支付/一卡通/悠遊卡/悠游付,1,1,0,1,0,0,0,0
08P0C0003A,北屯區-公有-(細廣停1)景賢P,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,本停車場可使用行動支付、信用卡、現金等多元方式付費,1,1,0,0,0,0,0,1
03P0C0001A,南區-公有-大慶P,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,本停車場使用現金、電子票證、ETC,1,0,1,1,0,0,0,0
07P0C0008A,南屯區-公有-南屯P  ,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,離場前先繳費,1,1,1,1,0,0,0,0
08P0C0015A,北屯區-公有-昌和公園附設P,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,本停車場可使用行動支付、多卡通、現金繳費,1,1,1,1,1,1,0,0
04P0C0008A,西區-公有-林森P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0008A,西區-公有-林森P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0008A,西區-公有-林森P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
04P0C0008A,西區-公有-林森P,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,現金或ETC代扣,1,1,1,1,1,1,1,1
06P0C0032C,西屯區-公有-市政公園地下停車場,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,本停車場可使用現金、一卡通、悠遊卡、代幣等多元方式付費,1,1,1,1,1,1,1,1
05P0C0019C,北區-獎參-中正公園地下停車場,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,可使用LINE PAY、悠遊卡、信用卡,1,1,1,1,1,1,1,1
05P0C0019C,北區-獎參-中正公園地下停車場,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,可使用LINE PAY、悠遊卡、信用卡,1,1,1,1,1,1,1,1
